Phase,File,Sent Id,Sentence Length,Discourse Marker,Part of Speech
2,hi_6300_gold.conllu,1053,12,bhi,PART
2,hi_6300_gold.conllu,1057,13,bhi,PART
2,hi_6300_gold.conllu,1062,8,hi,PART
2,hi_6300_gold.conllu,1066,15,na,PART
2,hi_6300_gold.conllu,1071,16,na,PART
2,hi_6300_gold.conllu,1072,12,hi,PART
2,hi_6300_gold.conllu,1083,3,to,PART
2,hi_6300_gold.conllu,1084,16,hi,PART
2,hi_6300_gold.conllu,1089,15,bhi,PART
2,hi_6300_gold.conllu,1095,6,bhi,PART
2,hi_6300_gold.conllu,1106,7,hi,PART
2,hi_6300_gold.conllu,1111,6,hi,PART
2,hi_6300_gold.conllu,1116,20,bhi,PART
2,hi_6300_gold.conllu,1122,13,to,PART
2,hi_6300_gold.conllu,1126,12,na,PART
2,hi_6300_gold.conllu,1131,20,bhi,PART
2,hi_6300_gold.conllu,1132,9,na,PART
2,hi_6300_gold.conllu,1133,18,bhi,PART
2,hi_6300_gold.conllu,1134,10,hi,PART
2,hi_6300_gold.conllu,1141,34,hi,PART
2,hi_6300_gold.conllu,1146,8,to,PART
2,hi_6300_gold.conllu,1149,11,to,PART
2,hi_6300_gold.conllu,1157,22,hi,PART
2,hi_6300_gold.conllu,1158,24,to,PART
2,hi_6300_gold.conllu,1163,7,na,PART
2,hi_6300_gold.conllu,1164,9,hi,PART
2,hi_6300_gold.conllu,1170,34,bhi,PART
2,hi_6300_gold.conllu,1179,7,na,PART
2,hi_6300_gold.conllu,1181,9,to,PART
2,hi_6300_gold.conllu,1198,13,hi,PART
2,hi_6300_gold.conllu,1203,9,to,PART
2,hi_6300_gold.conllu,1209,10,bhi,PART
2,hi_6300_gold.conllu,1212,6,hi,PART
2,hi_6300_gold.conllu,1217,6,to,PART
2,hi_6300_gold.conllu,1218,19,to,PART
2,hi_6300_gold.conllu,1222,12,bhi,PART
2,hi_6300_gold.conllu,1223,13,to,PART
2,hi_6300_gold.conllu,1227,14,to,PART
2,hi_6300_gold.conllu,1231,16,to,PART
2,hi_6300_gold.conllu,1232,14,bhi,PART
2,hi_6300_gold.conllu,1233,9,to,PART
2,hi_6300_gold.conllu,1238,22,bhi,PART
2,hi_6300_gold.conllu,1241,19,to,PART
2,hi_6300_gold.conllu,1244,9,hi,PART
2,hi_6300_gold.conllu,1252,5,hi,PART
2,hi_6300_gold.conllu,1256,13,to,PART
2,hi_6300_gold.conllu,1265,27,bhi,PART
2,hi_6300_gold.conllu,1270,18,to,PART
2,hi_6300_gold.conllu,1271,7,to,PART
2,hi_6300_gold.conllu,1285,19,hi,PART
2,hi_6300_gold.conllu,1289,8,bhi,PART
2,hi_6300_gold.conllu,1290,13,to,PART
2,hi_6300_gold.conllu,1292,17,bhi,PART
2,hi_6300_gold.conllu,1298,13,to,PART
2,hi_6400_gold.conllu,6,6,hi,PART
2,hi_6400_gold.conllu,9,5,hi,PART
2,hi_6400_gold.conllu,10,4,hi,PART
2,hi_6400_gold.conllu,17,4,hi,PART
2,hi_6400_gold.conllu,18,5,na,PART
2,hi_6400_gold.conllu,20,6,na,PART
2,hi_6400_gold.conllu,25,6,hi,PART
2,hi_6400_gold.conllu,70,6,to,PART
2,hi_6400_gold.conllu,71,5,bhi,PART
2,hi_6400_gold.conllu,73,8,to,PART
2,hi_6400_gold.conllu,76,6,na,PART
2,hi_6400_gold.conllu,77,4,to,PART
2,hi_6400_gold.conllu,78,13,hi,PART
2,hi_6400_gold.conllu,80,5,to,PART
2,hi_6400_gold.conllu,88,10,to,PART
2,hi_6400_gold.conllu,113,7,bhi,PART
2,hi_6400_gold.conllu,114,4,bhi,PART
2,hi_6400_gold.conllu,124,8,bhi,PART
2,hi_6400_gold.conllu,128,8,to,PART
2,hi_6400_gold.conllu,143,11,to,PART
2,hi_6400_gold.conllu,151,9,hi,PART
2,hi_6400_gold.conllu,160,8,bhi,PART
2,hi_6400_gold.conllu,162,12,bhi,PART
2,hi_6400_gold.conllu,174,8,to,PART
2,hi_6400_gold.conllu,179,6,bhi,PART
2,hi_6400_gold.conllu,184,7,to,PART
2,hi_6400_gold.conllu,185,4,hi,PART
2,hi_6400_gold.conllu,186,8,to,PART
2,hi_6400_gold.conllu,187,5,to,PART
2,hi_6400_gold.conllu,188,5,to,PART
2,hi_6400_gold.conllu,191,13,hi,PART
2,hi_6400_gold.conllu,192,6,bhi,PART
2,hi_6400_gold.conllu,194,6,hi,PART
2,hi_6400_gold.conllu,197,11,bhi,PART
2,hi_6400_gold.conllu,199,4,na,PART
2,hi_6400_gold.conllu,201,12,to,PART
2,hi_6400_gold.conllu,203,5,hi,PART
2,hi_6400_gold.conllu,208,7,na,PART
2,hi_6400_gold.conllu,212,13,bhi,PART
2,hi_6400_gold.conllu,215,9,hi,PART
2,hi_6400_gold.conllu,216,7,hi,PART
2,hi_6400_gold.conllu,218,5,na,PART
2,hi_6400_gold.conllu,221,7,na,PART
2,hi_6400_gold.conllu,228,12,na,PART
2,hi_6400_gold.conllu,236,6,na,PART
2,hi_6400_gold.conllu,241,13,na,PART
2,hi_6400_gold.conllu,256,5,to,PART
2,hi_6400_gold.conllu,258,8,na,PART
2,hi_6400_gold.conllu,262,9,bhi,PART
2,hi_6400_gold.conllu,264,7,na,PART
2,hi_6400_gold.conllu,270,7,na,PART
2,hi_6400_gold.conllu,289,12,na,PART
2,hi_6400_gold.conllu,294,8,na,PART
2,hi_6400_gold.conllu,297,7,to,PART
2,hi_6400_gold.conllu,301,7,hi,PART
2,hi_6400_gold.conllu,312,9,na,DET
2,hi_6400_gold.conllu,328,19,to,PART
2,hi_6400_gold.conllu,334,7,bhi,PART
2,hi_6400_gold.conllu,340,12,na,PART
2,hi_6400_gold.conllu,349,7,to,PART
2,hi_6400_gold.conllu,352,8,to,PART
2,hi_6400_gold.conllu,353,8,hi,PART
2,hi_6400_gold.conllu,355,10,to,PART
2,hi_6400_gold.conllu,358,6,hi,PART
2,hi_6400_gold.conllu,359,10,hi,PART
2,hi_6400_gold.conllu,361,18,to,PART
2,hi_6400_gold.conllu,363,7,to,PART
2,hi_6400_gold.conllu,368,8,na,PART
2,hi_6400_gold.conllu,371,6,bhi,PART
2,hi_6400_gold.conllu,372,6,bhi,PART
2,hi_6400_gold.conllu,373,8,bhi,PART
2,hi_6400_gold.conllu,374,7,to,PART
2,hi_6400_gold.conllu,385,10,na,PART
2,hi_6400_gold.conllu,392,9,bhi,PART
2,hi_6400_gold.conllu,397,9,to,PART
2,hi_6400_gold.conllu,401,10,na,PART
2,hi_6400_gold.conllu,426,8,bhi,PART
2,hi_6400_gold.conllu,446,7,na,PART
2,hi_6400_gold.conllu,451,4,hi,PART
2,hi_6400_gold.conllu,460,9,to,PART
2,hi_6400_gold.conllu,475,14,hi,PART
2,hi_6400_gold.conllu,477,4,na,PART
2,hi_6400_gold.conllu,478,13,bhi,PART
2,hi_6400_gold.conllu,492,10,to,PART
2,hi_6400_gold.conllu,497,8,to,PART
2,hi_6400_gold.conllu,502,4,to,PART
2,hi_6400_gold.conllu,503,12,to,PART
2,hi_6400_gold.conllu,505,8,hi,PART
2,hi_6400_gold.conllu,506,7,bhi,PART
2,hi_6400_gold.conllu,510,7,hi,PART
2,hi_6400_gold.conllu,520,7,hi,PART
2,hi_6400_gold.conllu,526,9,hi,PART
2,hi_6400_gold.conllu,531,10,bhi,PART
2,hi_6400_gold.conllu,551,8,bhi,PART
2,hi_6400_gold.conllu,554,6,hi,PART
2,hi_6400_gold.conllu,567,4,to,PART
2,hi_6400_gold.conllu,570,7,to,PART
2,hi_6400_gold.conllu,571,7,bhi,PART
2,hi_6400_gold.conllu,576,13,to,PART
2,hi_6400_gold.conllu,578,7,hi,PART
2,hi_6400_gold.conllu,579,12,na,PART
2,hi_6400_gold.conllu,584,23,na,PART
2,hi_6400_gold.conllu,596,3,to,PART
2,hi_6400_gold.conllu,605,8,hi,PART
2,hi_6400_gold.conllu,609,10,na,DET
2,hi_6400_gold.conllu,611,10,bhi,DET
2,hi_6400_gold.conllu,620,9,hi,PART
2,hi_6400_gold.conllu,636,14,bhi,PART
2,hi_6400_gold.conllu,637,7,bhi,PART
2,hi_6400_gold.conllu,638,13,hi,PART
2,hi_6400_gold.conllu,647,10,to,PART
2,hi_6400_gold.conllu,650,7,to,PART
2,hi_6400_gold.conllu,652,8,bhi,PART
2,hi_6400_gold.conllu,661,16,hi,PART
2,hi_6400_gold.conllu,664,10,hi,PART
2,hi_6400_gold.conllu,694,19,bhi,PART
2,hi_6400_gold.conllu,699,8,na,PART
2,hi_6400_gold.conllu,701,6,na,PART
2,hi_6400_gold.conllu,713,12,hi,PART
2,hi_6400_gold.conllu,730,14,hi,PART
2,hi_6400_gold.conllu,734,12,to,PART
2,hi_6400_gold.conllu,740,8,to,PART
2,hi_6400_gold.conllu,741,8,bhi,PART
2,hi_6400_gold.conllu,754,10,bhi,PART
2,hi_6400_gold.conllu,756,15,bhi,PART
2,hi_6400_gold.conllu,758,9,bhi,PART
2,hi_6400_gold.conllu,764,5,na,PART
2,hi_6400_gold.conllu,767,5,hi,PART
2,hi_6400_gold.conllu,770,6,hi,PART
2,hi_6400_gold.conllu,780,10,na,PART
2,hi_6400_gold.conllu,782,6,to,PART
2,hi_6400_gold.conllu,797,12,na,PART
2,hi_6400_gold.conllu,806,13,to,PART
2,hi_6400_gold.conllu,811,9,bhi,PART
2,hi_6400_gold.conllu,815,5,to,PART
2,hi_6400_gold.conllu,850,8,hi,PART
2,hi_6400_gold.conllu,855,9,na,PART
2,hi_6400_gold.conllu,866,10,na,PART
2,hi_6400_gold.conllu,869,14,hi,PART
2,hi_6400_gold.conllu,876,6,to,PART
2,hi_6400_gold.conllu,877,23,to,PART
2,hi_6400_gold.conllu,886,8,na,PART
2,hi_6400_gold.conllu,897,11,hi,PART
2,hi_6400_gold.conllu,899,18,to,PART
2,hi_6400_gold.conllu,902,9,to,PART
2,hi_6400_gold.conllu,904,12,na,PART
2,hi_6400_gold.conllu,905,18,to,PART
2,hi_6400_gold.conllu,906,6,bhi,PART
2,hi_6400_gold.conllu,907,5,bhi,PART
2,hi_6400_gold.conllu,908,7,bhi,PART
2,hi_6400_gold.conllu,910,33,hi,PART
2,hi_6400_gold.conllu,912,9,bhi,PART
2,hi_6400_gold.conllu,915,17,bhi,PART
2,hi_6400_gold.conllu,917,7,bhi,PART
2,hi_6400_gold.conllu,920,8,bhi,PART
2,hi_6400_gold.conllu,931,15,to,PART
2,hi_6400_gold.conllu,935,5,to,PART
2,hi_6400_gold.conllu,936,11,na,PART
2,hi_6400_gold.conllu,938,10,to,PART
2,hi_6400_gold.conllu,970,8,to,PART
2,hi_6400_gold.conllu,972,8,bhi,PART
2,hi_6400_gold.conllu,976,3,na,PART
2,hi_6400_gold.conllu,984,12,to,PART
2,hi_6400_gold.conllu,992,12,bhi,PART
2,hi_6400_gold.conllu,994,7,to,PART
2,hi_6400_gold.conllu,1000,15,to,PART
2,hi_6400_gold.conllu,1002,12,hi,PART
2,hi_6400_gold.conllu,1005,7,bhi,PART
2,hi_6400_gold.conllu,1008,13,to,PART
2,hi_6400_gold.conllu,1015,10,hi,PART
2,hi_6400_gold.conllu,1016,8,hi,PART
2,hi_6400_gold.conllu,1021,8,bhi,PART
2,hi_6400_gold.conllu,1022,13,bhi,PART
2,hi_6400_gold.conllu,1026,4,to,PART
2,hi_6400_gold.conllu,1029,8,to,PART
2,hi_6400_gold.conllu,1058,10,hi,PART
2,hi_6400_gold.conllu,1060,9,bhi,PART
2,hi_6400_gold.conllu,1062,9,hi,PART
2,hi_6400_gold.conllu,1086,9,to,PART
2,hi_6412_gold.conllu,25,14,to,PART
2,hi_6412_gold.conllu,31,11,to,PART
2,hi_6412_gold.conllu,32,7,to,PART
2,hi_6412_gold.conllu,40,9,to,PART
2,hi_6412_gold.conllu,46,9,to,PART
2,hi_6412_gold.conllu,48,22,to,PART
2,hi_6412_gold.conllu,55,9,na,PART
2,hi_6412_gold.conllu,56,22,hi,PART
2,hi_6412_gold.conllu,71,7,to,PART
2,hi_6412_gold.conllu,75,20,to,PART
2,hi_6412_gold.conllu,77,3,to,PART
2,hi_6412_gold.conllu,102,8,na,PART
2,hi_6412_gold.conllu,106,8,na,PART
2,hi_6412_gold.conllu,107,11,to,PART
2,hi_6412_gold.conllu,111,12,to,PART
2,hi_6412_gold.conllu,119,12,na,PART
2,hi_6412_gold.conllu,120,7,na,PART
2,hi_6412_gold.conllu,133,21,na,PART
2,hi_6412_gold.conllu,142,6,hi,PART
2,hi_6412_gold.conllu,143,9,to,PART
2,hi_6412_gold.conllu,147,7,hi,PART
2,hi_6412_gold.conllu,151,9,bhi,PART
2,hi_6412_gold.conllu,152,5,bhi,PART
2,hi_6412_gold.conllu,159,14,bhi,PART
2,hi_6412_gold.conllu,161,17,bhi,PART
2,hi_6412_gold.conllu,164,8,hi,PART
2,hi_6412_gold.conllu,165,9,na,PART
2,hi_6412_gold.conllu,171,16,bhi,PART
2,hi_6412_gold.conllu,174,8,to,PART
2,hi_6412_gold.conllu,182,9,hi,PART
2,hi_6412_gold.conllu,183,9,to,PART
2,hi_6412_gold.conllu,192,9,na,PART
2,hi_6412_gold.conllu,195,10,hi,PART
2,hi_6412_gold.conllu,196,17,na,PART
2,hi_6412_gold.conllu,203,15,to,PART
2,hi_6412_gold.conllu,205,14,to,PART
2,hi_6412_gold.conllu,210,10,hi,PART
2,hi_6412_gold.conllu,211,18,hi,PART
2,hi_6412_gold.conllu,214,14,na,PART
2,hi_6412_gold.conllu,215,11,to,PART
2,hi_6412_gold.conllu,219,8,to,PART
2,hi_6412_gold.conllu,220,12,to,PART
2,hi_6412_gold.conllu,226,11,to,PART
2,hi_6412_gold.conllu,229,5,to,PART
2,hi_6412_gold.conllu,230,9,bhi,PART
2,hi_6412_gold.conllu,233,8,hi,PART
2,hi_6412_gold.conllu,235,17,to,PART
2,hi_6412_gold.conllu,244,19,to,PART
2,hi_6412_gold.conllu,249,9,to,PART
2,hi_6412_gold.conllu,250,6,to,PART
2,hi_6412_gold.conllu,252,10,hi,PART
2,hi_6412_gold.conllu,256,12,to,PART
2,hi_6412_gold.conllu,259,11,to,PART
2,hi_6412_gold.conllu,263,7,bhi,PART
2,hi_6412_gold.conllu,264,11,na,PART
2,hi_6412_gold.conllu,268,7,to,PART
2,hi_6412_gold.conllu,269,17,hi,PART
2,hi_6412_gold.conllu,271,11,to,PART
2,hi_6412_gold.conllu,274,22,to,PART
2,hi_6412_gold.conllu,285,6,to,PART
2,hi_6412_gold.conllu,297,5,bhi,PART
2,hi_6412_gold.conllu,304,10,hi,PART
2,hi_6412_gold.conllu,312,6,to,PART
2,hi_6412_gold.conllu,316,10,to,PART
2,hi_6412_gold.conllu,325,16,bhi,PART
2,hi_6412_gold.conllu,331,5,hi,PART
2,hi_6412_gold.conllu,334,14,to,PART
2,hi_6412_gold.conllu,337,8,hi,PART
2,hi_6412_gold.conllu,338,3,na,PART
2,hi_6412_gold.conllu,343,8,bhi,PART
2,hi_6412_gold.conllu,346,7,hi,PART
2,hi_6412_gold.conllu,352,18,bhi,PART
2,hi_6412_gold.conllu,354,20,to,PART
2,hi_6412_gold.conllu,358,6,to,PART
2,hi_6412_gold.conllu,359,6,na,PART
2,hi_6412_gold.conllu,360,6,bhi,PART
2,hi_6412_gold.conllu,361,5,bhi,PART
2,hi_6412_gold.conllu,364,6,to,PART
2,hi_6412_gold.conllu,368,17,hi,PART
2,hi_6412_gold.conllu,371,12,bhi,PART
2,hi_6412_gold.conllu,377,18,to,PART
2,hi_6412_gold.conllu,380,11,hi,PART
2,hi_6412_gold.conllu,381,14,bhi,PART
2,hi_6412_gold.conllu,384,12,bhi,PART
2,hi_6412_gold.conllu,386,22,na,PART
2,hi_6412_gold.conllu,388,5,na,PART
2,hi_6412_gold.conllu,390,11,na,PART
2,hi_6412_gold.conllu,393,12,to,PART
2,hi_6412_gold.conllu,405,9,to,PART
2,hi_6412_gold.conllu,412,11,bhi,PART
2,hi_6412_gold.conllu,416,19,to,PART
2,hi_6412_gold.conllu,423,16,hi,PART
2,hi_6412_gold.conllu,424,8,to,PART
2,hi_6412_gold.conllu,427,15,to,PART
2,hi_6412_gold.conllu,428,8,bhi,PART
2,hi_6412_gold.conllu,429,4,to,PART
2,hi_6412_gold.conllu,432,9,bhi,PART
2,hi_6412_gold.conllu,433,14,na,X
2,hi_6412_gold.conllu,439,12,to,X
2,hi_6412_gold.conllu,442,8,to,X
2,hi_6412_gold.conllu,446,12,to,PART
2,hi_6412_gold.conllu,454,8,to,PART
2,hi_6412_gold.conllu,462,9,hi,PART
2,hi_6412_gold.conllu,471,5,bhi,PART
2,hi_6412_gold.conllu,473,5,bhi,PART
2,hi_6412_gold.conllu,479,4,hi,PART
2,hi_6412_gold.conllu,480,9,to,PART
2,hi_6412_gold.conllu,482,12,bhi,PART
2,hi_6412_gold.conllu,483,8,bhi,PART
2,hi_6412_gold.conllu,487,11,to,PART
2,hi_6412_gold.conllu,489,10,na,PART
2,hi_6412_gold.conllu,490,13,na,PART
2,hi_6412_gold.conllu,492,11,hi,PART
2,hi_6412_gold.conllu,494,7,na,PART
2,hi_6412_gold.conllu,504,14,na,PART
2,hi_6412_gold.conllu,511,10,to,PART
2,hi_6412_gold.conllu,513,22,to,PART
2,hi_6412_gold.conllu,517,8,na,PART
2,hi_6412_gold.conllu,519,14,hi,PART
2,hi_6412_gold.conllu,525,8,to,PART
2,hi_6412_gold.conllu,527,11,hi,PART
2,hi_6412_gold.conllu,528,22,to,PART
2,hi_6412_gold.conllu,531,15,to,PART
2,hi_6412_gold.conllu,533,8,to,PART
2,hi_6412_gold.conllu,535,9,bhi,PART
2,hi_6412_gold.conllu,537,26,bhi,PART
2,hi_6412_gold.conllu,538,14,to,PART
2,hi_6412_gold.conllu,544,9,to,PART
2,hi_6412_gold.conllu,549,18,to,PART
2,hi_6412_gold.conllu,551,19,to,PART
2,hi_6412_gold.conllu,554,8,bhi,PART
2,hi_6412_gold.conllu,555,10,bhi,PART
2,hi_6412_gold.conllu,557,8,to,PART
2,hi_6412_gold.conllu,558,8,to,PART
2,hi_6412_gold.conllu,567,16,bhi,PART
2,hi_6412_gold.conllu,579,5,to,PART
2,hi_6412_gold.conllu,580,7,to,PART
2,hi_6412_gold.conllu,581,7,to,PART
2,hi_6412_gold.conllu,587,8,to,PART
2,hi_6412_gold.conllu,592,9,na,PART
2,hi_6412_gold.conllu,599,5,to,PART
2,hi_6412_gold.conllu,600,6,hi,PART
2,hi_6412_gold.conllu,601,10,to,PART
2,hi_6412_gold.conllu,604,9,bhi,PART
2,hi_6412_gold.conllu,606,11,na,PART
2,hi_6412_gold.conllu,611,11,to,PART
2,hi_6412_gold.conllu,612,9,to,PART
2,hi_6412_gold.conllu,613,8,to,PART
2,hi_6412_gold.conllu,618,18,hi,PART
2,hi_6412_gold.conllu,627,9,na,PART
2,hi_6412_gold.conllu,628,9,bhi,PART
2,hi_6412_gold.conllu,629,6,bhi,PART
2,hi_6412_gold.conllu,632,20,to,PART
2,hi_6412_gold.conllu,638,5,bhi,PART
2,hi_6412_gold.conllu,640,10,to,PART
2,hi_6412_gold.conllu,641,7,to,PART
2,hi_6412_gold.conllu,648,9,hi,PART
2,hi_6412_gold.conllu,649,10,to,PART
2,hi_6412_gold.conllu,650,14,to,PART
2,hi_6412_gold.conllu,655,4,to,PART
2,hi_6412_gold.conllu,656,13,to,PART
2,hi_6412_gold.conllu,658,24,to,PART
2,hi_6412_gold.conllu,664,13,to,PART
2,hi_6412_gold.conllu,667,4,to,PART
2,hi_6412_gold.conllu,670,4,to,PART
2,hi_6412_gold.conllu,674,5,to,PART
2,hi_6412_gold.conllu,676,23,to,PART
2,hi_6412_gold.conllu,677,9,to,PART
2,hi_6412_gold.conllu,680,18,to,PART
2,hi_6412_gold.conllu,682,9,to,PART
2,hi_6412_gold.conllu,684,8,hi,PART
2,hi_6412_gold.conllu,685,12,to,PART
2,hi_6412_gold.conllu,688,13,to,PART
2,hi_6412_gold.conllu,689,6,to,PART
2,hi_6412_gold.conllu,690,5,to,PART
2,hi_6412_gold.conllu,692,9,to,PART
2,hi_6412_gold.conllu,696,7,hi,PART
2,hi_6412_gold.conllu,697,16,to,PART
2,hi_6412_gold.conllu,703,8,hi,PART
2,hi_6412_gold.conllu,704,12,to,PART
2,hi_6412_gold.conllu,706,14,to,PART
2,hi_6412_gold.conllu,707,7,na,PART
2,hi_6412_gold.conllu,710,14,to,PART
2,hi_6412_gold.conllu,712,16,bhi,PART
2,hi_6412_gold.conllu,716,10,hi,PART
2,hi_6412_gold.conllu,718,20,to,PART
2,hi_6412_gold.conllu,719,10,hi,PART
2,hi_6412_gold.conllu,720,13,to,PART
2,hi_6412_gold.conllu,725,13,to,PART
2,hi_6412_gold.conllu,726,11,na,PART
2,hi_6412_gold.conllu,728,17,to,PART
2,hi_6412_gold.conllu,729,7,to,PART
2,hi_6412_gold.conllu,734,14,bhi,PART
2,hi_6412_gold.conllu,743,12,to,PART
2,hi_6412_gold.conllu,744,11,to,PART
2,hi_6412_gold.conllu,751,6,na,PART
2,hi_6412_gold.conllu,753,13,hi,PART
2,hi_6412_gold.conllu,754,12,to,PART
2,hi_6412_gold.conllu,761,8,to,PART
2,hi_6412_gold.conllu,762,5,na,PART
2,hi_6412_gold.conllu,764,6,to,PART
2,hi_6412_gold.conllu,765,12,na,PART
2,hi_6412_gold.conllu,766,18,to,PART
2,hi_6412_gold.conllu,782,8,to,PART
2,hi_6412_gold.conllu,785,11,to,PART
2,hi_6412_gold.conllu,786,7,to,PART
2,hi_6412_gold.conllu,787,16,to,PART
2,hi_6412_gold.conllu,800,13,to,PART
2,hi_6412_gold.conllu,802,7,bhi,PART
2,hi_6412_gold.conllu,806,13,na,PART
2,hi_6412_gold.conllu,814,9,hi,PART
2,hi_6412_gold.conllu,816,4,na,PART
2,hi_6412_gold.conllu,818,7,to,PART
2,hi_6412_gold.conllu,826,8,na,PART
2,hi_6412_gold.conllu,827,9,to,PART
2,hi_6412_gold.conllu,833,8,bhi,PART
2,hi_6412_gold.conllu,836,19,bhi,PART
2,hi_6412_gold.conllu,840,5,bhi,PART
2,hi_6412_gold.conllu,845,8,to,PART
2,hi_6412_gold.conllu,853,14,hi,PART
2,hi_6412_gold.conllu,866,8,hi,PART
2,hi_6412_gold.conllu,867,5,hi,PART
2,hi_6412_gold.conllu,868,9,hi,PART
2,hi_6412_gold.conllu,870,9,bhi,PART
2,hi_6412_gold.conllu,871,6,hi,PART
2,hi_6412_gold.conllu,874,6,hi,PART
2,hi_6412_gold.conllu,877,11,bhi,PART
2,hi_6412_gold.conllu,882,8,na,PART
2,hi_6412_gold.conllu,883,12,na,PART
2,hi_6412_gold.conllu,885,10,hi,PART
2,hi_6412_gold.conllu,886,13,to,PART
2,hi_6412_gold.conllu,888,9,to,PART
2,hi_6412_gold.conllu,893,5,to,PART
2,hi_6412_gold.conllu,894,11,hi,PART
2,hi_6412_gold.conllu,897,13,bhi,PART
2,hi_6412_gold.conllu,901,10,to,PART
2,hi_6412_gold.conllu,904,6,to,PART
2,hi_6412_gold.conllu,906,9,hi,PART
2,hi_6412_gold.conllu,908,12,to,PART
2,hi_6412_gold.conllu,917,9,to,PART
2,hi_6412_gold.conllu,920,9,na,PART
2,hi_6412_gold.conllu,922,7,na,PART
2,hi_6412_gold.conllu,928,8,to,PART
2,hi_6412_gold.conllu,929,14,to,PART
2,hi_6412_gold.conllu,930,15,to,PART
2,hi_6412_gold.conllu,944,8,hi,PART
2,hi_6412_gold.conllu,945,7,hi,PART
2,hi_6412_gold.conllu,954,5,bhi,PART
2,hi_6412_gold.conllu,955,7,to,PART
2,hi_6412_gold.conllu,961,5,to,PART
2,hi_6412_gold.conllu,964,13,bhi,PART
2,hi_6412_gold.conllu,985,7,to,PART
2,hi_6412_gold.conllu,986,8,hi,PART
2,hi_6412_gold.conllu,990,3,na,PART
2,hi_6412_gold.conllu,992,13,hi,PART
2,hi_6412_gold.conllu,993,10,na,PART
2,hi_6412_gold.conllu,995,2,na,PART
2,hi_6412_gold.conllu,999,10,hi,PART
2,hi_6412_gold.conllu,1004,6,to,PART
2,hi_6412_gold.conllu,1005,7,na,PART
2,hi_6412_gold.conllu,1006,16,to,PART
2,hi_6412_gold.conllu,1009,8,to,PART
2,hi_6412_gold.conllu,1012,13,to,PART
2,hi_6412_gold.conllu,1034,5,to,PART
2,hi_6412_gold.conllu,1041,4,bhi,PART
2,hi_6412_gold.conllu,1049,11,na,PART
2,hi_6412_gold.conllu,1055,12,to,PART
2,hi_6412_gold.conllu,1058,9,hi,PART
2,hi_6412_gold.conllu,1062,10,bhi,PART
2,hi_6412_gold.conllu,1068,15,to,PART
2,hi_6412_gold.conllu,1071,7,bhi,PART
2,hi_6412_gold.conllu,1081,16,hi,PART
2,hi_6412_gold.conllu,1083,13,to,PART
2,hi_6412_gold.conllu,1088,5,to,PART
2,hi_6412_gold.conllu,1093,4,bhi,PART
2,hi_6412_gold.conllu,1095,6,to,PART
2,hi_6412_gold.conllu,1097,7,hi,PART
2,hi_6412_gold.conllu,1099,8,na,PART
2,hi_6412_gold.conllu,1102,16,hi,PART
2,hi_6412_gold.conllu,1103,6,bhi,PART
2,hi_6412_gold.conllu,1104,21,to,PART
2,hi_6412_gold.conllu,1112,12,na,PART
2,hi_6412_gold.conllu,1113,12,hi,PART
2,hi_6412_gold.conllu,1114,5,to,PART
2,hi_6412_gold.conllu,1115,3,to,PART
3,hi_6432_gold.conllu,5,16,to,PART
3,hi_6432_gold.conllu,8,23,to,PART
3,hi_6432_gold.conllu,11,10,to,PART
3,hi_6432_gold.conllu,12,15,bhi,PART
3,hi_6432_gold.conllu,14,14,to,PART
3,hi_6432_gold.conllu,19,10,to,PART
3,hi_6432_gold.conllu,21,8,to,PART
3,hi_6432_gold.conllu,28,20,hi,PART
3,hi_6432_gold.conllu,29,13,bhi,PART
3,hi_6432_gold.conllu,35,11,to,PART
3,hi_6432_gold.conllu,37,8,bhi,PART
3,hi_6432_gold.conllu,40,4,hi,PART
3,hi_6432_gold.conllu,42,7,bhi,PART
3,hi_6432_gold.conllu,43,5,bhi,PART
3,hi_6432_gold.conllu,46,7,bhi,PART
3,hi_6432_gold.conllu,56,11,hi,PART
3,hi_6432_gold.conllu,58,4,hi,PART
3,hi_6432_gold.conllu,59,8,bhi,PART
3,hi_6432_gold.conllu,60,9,bhi,PART
3,hi_6432_gold.conllu,61,6,bhi,PART
3,hi_6432_gold.conllu,62,8,hi,PART
3,hi_6432_gold.conllu,63,6,hi,PART
3,hi_6432_gold.conllu,68,13,to,PART
3,hi_6432_gold.conllu,83,12,bhi,PART
3,hi_6432_gold.conllu,84,9,to,PART
3,hi_6432_gold.conllu,86,9,to,PART
3,hi_6432_gold.conllu,89,10,to,PART
3,hi_6432_gold.conllu,90,9,na,INTJ
3,hi_6432_gold.conllu,97,4,na,INTJ
3,hi_6432_gold.conllu,98,7,to,SCONJ
3,hi_6432_gold.conllu,101,10,to,SCONJ
3,hi_6432_gold.conllu,102,5,bhi,SCONJ
3,hi_6432_gold.conllu,109,10,hi,SCONJ
3,hi_6432_gold.conllu,110,7,to,SCONJ
3,hi_6432_gold.conllu,111,3,na,PART
3,hi_6432_gold.conllu,112,10,to,PART
3,hi_6432_gold.conllu,114,5,hi,PART
3,hi_6432_gold.conllu,115,12,hi,PART
3,hi_6432_gold.conllu,118,10,bhi,PART
3,hi_6432_gold.conllu,119,4,hi,PART
3,hi_6432_gold.conllu,121,17,bhi,PART
3,hi_6432_gold.conllu,123,15,bhi,PART
3,hi_6432_gold.conllu,125,13,bhi,PART
3,hi_6432_gold.conllu,127,11,to,PART
